Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,EMA_10,RSI,MACD,Signal,BB_Middle,BB_Upper,BB_Lower,Clean_Headline,Sentiment_Pos,Sentiment_Neg,Sentiment_Neu,Sentiment_Compound,Target
2020-03-25,-1.0406849012310129,-0.9009727124582344,-1.0669725716894631,-0.9783665521286744,-0.8546592054655363,-1.0493482240570042,-1.0224157651794594,-1.0245961388282654,0.4240813147321898,-1.038051460744304,-1.4979279343776806,-1.0224157651794594,-1.0802558688871082,-0.937619157300986,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-04-27,-0.8982941838796082,-0.8661660590940027,-0.9462940266542568,-0.8841261202159028,-1.4762888520873068,-0.8564955766458502,-0.8738912860828227,-0.8814376347277664,0.2161680539984777,-0.0603154384024355,-0.0227933895771743,-0.8738912860828227,-0.9072401095517276,-0.8187885450892507,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-06-30,-0.8833841993032013,-0.7873672477935298,-0.9665699382579936,-0.8483936325079807,0.2587597019110381,-0.8294896595476343,-0.985583333928077,-0.8853864556500013,0.3753163312196239,0.4264867831701852,0.3335449410054454,-0.985583333928077,-0.9146688929610732,-1.0406424865444142,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-07-02,-0.9683671835226796,-0.9451569562529608,-1.1328836290461215,-0.977676937768577,-1.1643849668259996,-0.8750053497172416,-0.9567626221416442,-0.926262046233404,0.4770195154243415,0.2177853867800313,0.3089029922500565,-0.9567626221416442,-0.9431741257014762,-0.95054084780419,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-07-23,-1.1996675461901236,-1.167168445786806,-1.2556353597067285,-1.1800071892735708,-1.3353331196469864,-1.150648486992148,-1.1074303023843302,-1.1578431914205365,0.0135856481567812,-0.4852129776717847,-0.4859096229313168,-1.1074303023843302,-1.169418614307359,-1.0162969155529773,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-08-19,-0.9766813523005042,-0.9041406860999522,-1.0134477779056494,-0.9304027264241216,0.384926664532534,-1.0633251767772631,-1.171884648271832,-1.069694749410706,0.7218077119210065,0.1997397446798425,-0.0977987503852703,-1.171884648271832,-1.215624532889754,-1.099051281604024,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-08-24,-0.662941629625751,-0.5726226443447952,-0.7011450769430037,-0.659861150499029,1.009028308914786,-0.9498676571371808,-1.0848475729210667,-0.9069420692928114,1.5062440293144148,0.7286869299153067,0.2395605817954476,-1.0848475729210667,-0.9985705666401592,-1.1543298014379202,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-09-02,-0.8292069024748869,-0.7413259927071159,-0.8866701815253643,-0.8115046511581012,1.19146347230808,-0.8131528884178921,-0.9408157701149488,-0.8740932429115807,0.5486934344687503,0.5414513283667014,0.5463093816230911,-0.9408157701149488,-0.935721494912264,-0.9257687759340582,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-09-03,-0.798075018797511,-0.7106683505647687,-0.8739235144148978,-0.8249920494591128,-1.06971436727861,-0.8069194229720583,-0.9308974751064102,-0.8670994004236211,0.4212122869974027,0.5258862677786662,0.5478929636101776,-0.9308974751064102,-0.9251886819237144,-0.9167307718409358,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-09-08,-0.3952160919859356,-0.3459574148008189,-0.4577648774948926,-0.3515433820058461,-0.713971416838415,-0.782966385515057,-0.8450084722691437,-0.7346338743141487,1.3179694733111145,0.8813891381833809,0.6528540484094064,-0.8450084722691437,-0.8063058702971954,-0.8683500857186267,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-09-10,-0.4171409618887359,-0.3503611681332068,-0.4653378755421621,-0.4644285731811549,0.9313332464358774,-0.6933518812120222,-0.7771333655114787,-0.637140051292465,0.3290901853870518,1.115127902922461,0.8300777315534305,-0.7771333655114787,-0.7138113012506311,-0.828545789253477,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-09-17,-0.4281656662317673,-0.3566610692435749,-0.4582115914319102,-0.4155486545669078,1.497887474422026,-0.5042173768749914,-0.6535172294793322,-0.5310645941519447,1.243274652297777,1.1440801646165224,1.062304899895261,-0.6535172294793322,-0.6045633722958096,-0.6921123341165788,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-09-24,-0.6445961333775277,-0.5368232491596777,-0.6526821447226762,-0.6186638747450014,1.5828170198573086,-0.5167727685793713,-0.6021842646380242,-0.5626885973676639,0.0938827532331605,0.6696115267788092,0.9661217606412028,-0.6021842646380242,-0.5712258867893808,-0.6224659373919564,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-10-21,-0.1192445747435535,-0.0987362117446789,-0.1895091771581234,-0.1093562099877065,0.4706946148026651,-0.56460916002071,-0.6175044244537669,-0.4972847578523761,1.4024302351526063,0.5448897550940007,0.0903663102799456,-0.6175044244537669,-0.5811019723201859,-0.6433309318210144,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
