Date,Low,Open,Volume,High,Close,Adjusted Close
29-01-2015,135.0,135.0,15,135.0,135.0,93.26764678955078
30-01-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
02-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
03-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
04-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
05-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
06-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
09-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
10-02-2015,135.0,135.0,0,135.0,135.0,93.26764678955078
11-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
12-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
13-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
17-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
18-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
19-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
20-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
23-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
24-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
25-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
26-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
27-02-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
02-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
03-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
04-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
05-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
06-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
09-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
10-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
11-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
12-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
13-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
16-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
17-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
18-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
19-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
20-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
23-03-2015,135.0,135.0,0,135.0,135.0,94.4925765991211
