Date,Low,Open,Volume,High,Close,Adjusted Close
24-06-2013,0.6597219705581665,0.6597219705581665,9360,0.6597219705581665,0.6597219705581665,0.0073635498993098
25-06-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
26-06-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
27-06-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
28-06-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
01-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
02-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
03-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
05-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
08-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
09-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
10-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
11-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
12-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
15-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
16-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
17-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
18-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
19-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
22-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
23-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
24-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
25-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
26-07-2013,0.6597219705581665,0.6597219705581665,0,0.6597219705581665,0.6597219705581665,0.0073635498993098
