Date,Low,Open,Volume,High,Close,Adjusted Close
17-05-2016,0.5910000205039978,0.6079999804496765,206100,0.6420000195503235,0.6420000195503235,0.6316807270050049
18-05-2016,0.5910000205039978,0.6100000143051147,208200,0.6190000176429749,0.6190000176429749,0.6090503931045532
19-05-2016,0.5699999928474426,0.5830000042915344,53300,0.5879999995231628,0.5879999995231628,0.5785486698150635
20-05-2016,0.6100000143051147,0.6159999966621399,88900,0.625,0.6200000047683716,0.6100342869758606
23-05-2016,0.6399999856948853,0.6399999856948853,1272900,0.6679999828338623,0.6679999828338623,0.6572627425193787
24-05-2016,0.6060000061988831,0.6299999952316284,213200,0.6399999856948853,0.6399999856948853,0.6297128200531006
25-05-2016,0.0599999986588954,0.0599999986588954,195200,0.0630000010132789,0.061999998986721,0.061003427952528
26-05-2016,0.5849999785423279,0.5849999785423279,56300,0.6230000257492065,0.6209999918937683,0.6110182404518127
27-05-2016,0.5550000071525574,0.574999988079071,207400,0.5759999752044678,0.5630000233650208,0.5539505481719971
31-05-2016,0.5550000071525574,0.5799999833106995,79500,0.5799999833106995,0.5550000071525574,0.5460790991783142
01-06-2016,0.5580000281333923,0.5699999928474426,7400,0.5699999928474426,0.5580000281333923,0.5490309000015259
02-06-2016,0.5109999775886536,0.5580000281333923,322700,0.5580000281333923,0.5120000243186951,0.5037702918052673
03-06-2016,0.5379999876022339,0.5379999876022339,189300,0.5529999732971191,0.5490000247955322,0.5401755571365356
06-06-2016,0.5130000114440918,0.550000011920929,114700,0.550000011920929,0.5149999856948853,0.5067220330238342
07-06-2016,0.5299999713897705,0.5640000104904175,40000,0.5640000104904175,0.5299999713897705,0.521480917930603
08-06-2016,0.5299999713897705,0.5379999876022339,13600,0.5400000214576721,0.5299999713897705,0.521480917930603
09-06-2016,0.5199999809265137,0.5400000214576721,28600,0.5400000214576721,0.5389999747276306,0.5303362607955933
10-06-2016,0.4699999988079071,0.492000013589859,135900,0.5090000033378601,0.4699999988079071,0.4624453485012054
