Date,Low,Open,Volume,High,Close,Adjusted Close
28-05-2014,21.0,21.0,978,21.0,21.0,17.203506469726562
29-05-2014,21.0,21.0,0,21.0,21.0,17.203506469726562
30-05-2014,21.0,21.0,0,21.0,21.0,17.203506469726562
02-06-2014,21.049999237060547,21.049999237060547,990,21.049999237060547,21.049999237060547,17.24446678161621
03-06-2014,21.049999237060547,21.049999237060547,0,21.049999237060547,21.049999237060547,17.24446678161621
04-06-2014,21.049999237060547,21.049999237060547,0,21.049999237060547,21.049999237060547,17.24446678161621
05-06-2014,21.149999618530277,21.149999618530277,950,21.149999618530277,21.149999618530277,17.32638931274414
06-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
09-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
10-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
11-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
12-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
13-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
16-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
17-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
18-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
19-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
20-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
23-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
24-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
25-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
26-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
27-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
30-06-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
01-07-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
02-07-2014,21.149999618530277,21.149999618530277,0,21.149999618530277,21.149999618530277,17.32638931274414
